"DOI","Link","Author Keywords","Index Keywords"
"10.1016/j.aap.2016.03.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961994407&doi=10.1016%2fj.aap.2016.03.023&partnerID=40&md5=a645b97efad08f55687f03dde6874905","Average speed enforcement; Neutrality; Novice drivers; Procedural justice; Road policing; Speed cameras","Adolescent; Attitude; Automobile Driving; Female; Humans; Law Enforcement; Male; Photography; Police; Queensland; Self Report; Young Adult; Behavioral research; Cameras; Law enforcement; Roads and streets; Transportation; Average speed; Neutrality; Novice drivers; Procedural justice; Road policing; Speed cameras; adolescent; attitude; car driving; female; human; law enforcement; legislation and jurisprudence; male; photography; police; procedures; Queensland; self report; young adult; Speed"
"10.1016/j.ssci.2015.12.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954485486&doi=10.1016%2fj.ssci.2015.12.014&partnerID=40&md5=20d57a601ca891fe63f504d8444b746c","Advanced warning sign; Field experiment; Mobile radar; Speed behavior; Speed data; Speed enforcement","Law enforcement; Motor transportation; Radar; Regression analysis; Roads and streets; Safety engineering; Safety factor; Speed control; Transportation; Advanced warnings; Average speed; Field experiment; General linear regression models (GLM); Mobile radars; Regional roads; Speed behavior; Speed reduction; Article; car driving; controlled study; human; human experiment; intermethod comparison; police; priority journal; speed control; telecommunication; traffic safety; velocity; warning sign; Speed"
"10.1136/injuryprev-2014-041507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955293512&doi=10.1136%2finjuryprev-2014-041507&partnerID=40&md5=66bb932427d3b130e3fa18cc8c23c57b","","Accidents, Traffic; Automobile Driving; Humans; Law Enforcement; Policy Making; Public Opinion; United States; Wounds and Injuries; car driving; human; law enforcement; legislation and jurisprudence; management; prevention and control; procedures; public opinion; traffic accident; United States; Wounds and Injuries"
"10.1109/GCCE46687.2019.9015573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081948362&doi=10.1109%2fGCCE46687.2019.9015573&partnerID=40&md5=6ce12fae12e601ac49e1e82ce7c10e9f","IBall; MAQ; Pitch Tracker; Rapsodo Pitching; Strike","Flight dynamics; Dynamic parameters; IBall; Pitch Tracker; Rapsodo Pitching; Rotation axis; Statistical differences; Strike; Baseball"
"10.3141/2660-06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032793409&doi=10.3141%2f2660-06&partnerID=40&md5=64017798f72f20338e6f9a86be24b680","","Law enforcement; Speed; Time series analysis; % reductions; Alberta; Deployment plans; Halo effect; Intervention analysis; Speed limit; Summer months; Times series; Urban road; Working hours; Location"
"10.1109/RADAR41533.2019.171392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084960091&doi=10.1109%2fRADAR41533.2019.171392&partnerID=40&md5=0b4cb823d337791e70f43307ed1630cb","3D tracking radar; calibration; Doppler shift simulation; radar Doppler velocimeter; traffic speed enforcement","Calibration; Doppler effect; Speed; Velocity measurement; 3D tracking; Calibration method; Doppler velocimeter; Maximum permissible errors; Moving targets; Speed range; Traffic speed; Tracking radar"
"10.1061/9780784482742.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079042057&doi=10.1061%2f9780784482742.032&partnerID=40&md5=3dc6af5affd91ebcb4bd2923f64b78d5","Automated speed enforcement; Distance halo; Halo effect; Kangaroo jump; Speed; Spillover effect; Time halo","Cameras; Speed; Automated speed enforcement; Distance halo; Halo effect; Kangaroo jump; Spillover effects; Time halo; Automation"
"10.1109/ITSC.2019.8917491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076823085&doi=10.1109%2fITSC.2019.8917491&partnerID=40&md5=41cb7e9e332ad836309dec32716af165","","Behavioral research; Fuel economy; Fuels; Intelligent systems; Intelligent vehicle highway systems; Motor transportation; Roads and streets; Taxicabs; Current driving; Driving pattern; Financial benefits; Improve speed; Passenger vehicles; Private transport; Public transport industry; Speed limit compliance; Speed"
"10.1109/ICIRT.2016.7588548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995514080&doi=10.1109%2fICIRT.2016.7588548&partnerID=40&md5=d31a45ce9158f051128af8d6eced94ec","CBTC; Radio IDS; Secure Beacon","Advanced traffic management systems; Command and control systems; Computer crime; Crime; Interoperability; Intrusion detection; Locomotives; Mercury (metal); Railroad traffic control; Railroads; CBTC; Communication framework; Communication-based train controls; Communications security; Intrusion Detection Systems; Secure Beacon; Software defined radio technologies; Train management systems; Software radio"
"10.3141/2554-09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015445532&doi=10.3141%2f2554-09&partnerID=40&md5=edeec310bb5bef5f90ab66a6187f444d","","Advanced traffic management systems; Intelligent systems; Active traffic managements; Advisory speed; Automated enforcement; Key elements; Recurrent and non-recurrent congestions; Systems comparison; Traffic management systems; Urban areas; Variable speed limit systems; Variable speed limits; Speed"
"10.5958/0974-1283.2018.00058.0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044469835&doi=10.5958%2f0974-1283.2018.00058.0&partnerID=40&md5=b0009ddd908aa83a964069af14ec5065","BaseballPitcher; Biomechanics; Kinematics of pitching motion; Motion analysis; MVN(Xsens, Gyro sensor); Overhead throwing","abduction; acceleration; adult; Article; baseball; body movement; energy transfer; human; human experiment; kinematics; lower limb; male; normal human; pitching; rotation; shoulder; tendon; three dimensional imaging; trunk; velocity; young adult"
"10.1061/(ASCE)TE.1943-5436.0000844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969504644&doi=10.1061%2f%28ASCE%29TE.1943-5436.0000844&partnerID=40&md5=5ea5e9c030b93d913a116a19f3cca68e","","Italy; Random errors; Random processes; Transportation; Video cameras; Central tendencies; Estimation errors; Multiple measurements; Normal random variable; Random-effect models; Speed distributions; Standard deviation; Two lane rural highways; prediction; road; rural area; transportation infrastructure; transportation technology; Speed"
"10.1109/VTCFall.2018.8690893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064949849&doi=10.1109%2fVTCFall.2018.8690893&partnerID=40&md5=8de104842191a2fb088486cb77becb7c","cosine effect; laser; Lidar; MEMS; speed enforcement; speed measurement; time-of-flight","Lasers; MEMS; Optical radar; Automatic mode; Cosine effect; Geometric calculations; Relative speed; Speed measurement; Tangential velocity component; Time of flight; Traffic speed; Speed"
"10.3846/bjrbe.2017.08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018493223&doi=10.3846%2fbjrbe.2017.08&partnerID=40&md5=162d13e4301f51c0fc3fd59eac426933","Average speed; Average speed enforcement system; Predicted fatal accidents",""
"10.14716/ijtech.v7i7.4706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010210770&doi=10.14716%2fijtech.v7i7.4706&partnerID=40&md5=29a05e11261733ecab7742f0b93240b5","Gross national income; Speed enforcement; Traffic accident fatality",""
"10.1016/j.aap.2015.12.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954312835&doi=10.1016%2fj.aap.2015.12.028&partnerID=40&md5=07f06e55e5925aa45655ab71c270213c","Driver views; Enforcement; Speed","Adolescent; Adult; Aged; Aged, 80 and over; Attitude; Automobile Driving; Dangerous Behavior; Female; Humans; Israel; Law Enforcement; Male; Middle Aged; Models, Statistical; Photography; Safety; Surveys and Questionnaires; Young Adult; Cameras; Plastic deformation; Surveys; Capture drivers; Driver views; Driving speed; Enforcement; Safety concerns; Sigmoidal model; Speed behavior; Time pressures; adolescent; adult; aged; attitude; car driving; female; human; Israel; law enforcement; legislation and jurisprudence; male; middle aged; photography; procedures; psychology; questionnaire; safety; statistical model; very elderly; violence; young adult; Speed"
"10.1016/j.aap.2015.08.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940918179&doi=10.1016%2fj.aap.2015.08.017&partnerID=40&md5=4e0814ef0bc80bd3a9c474ab6f2f1942","Game-theoretic model; Rate of violations; Risk of apprehension; Speed enforcement; Statistical relationship","Accident Prevention; Accidents, Traffic; Automobile Driving; Humans; Interpersonal Relations; Law Enforcement; Models, Theoretical; Norway; Police; Forecasting; Law enforcement; Game-theoretic model; Statistical relationship; accident prevention; car driving; human; human relation; law enforcement; Norway; police; prevention and control; procedures; psychology; statistics and numerical data; theoretical model; traffic accident; Game theory"
"10.11622/smedj.2017114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046018212&doi=10.11622%2fsmedj.2017114&partnerID=40&md5=44a482f5f27cc72b3580600cbda7791f","Children; Restraints; Road traffic accidents; Singapore","Accidents, Traffic; Adolescent; Automobiles; Bicycling; Child; Child, Preschool; Female; Head Protective Devices; Humans; Infant; Infant, Newborn; Injury Severity Score; Male; Motorcycles; Pedestrians; Prognosis; Registries; Retrospective Studies; Severity of Illness Index; Singapore; Wounds and Injuries; adolescent; age; Article; child; cyclist; driver; emergency care; female; Glasgow coma scale; hospitalization; human; infant; injury scale; intensive care unit; major clinical study; male; motorcycle; pedestrian; retrospective study; traffic accident; traffic safety; car; cycling; helmet; injury; newborn; preschool child; prognosis; register; severity of illness index; Singapore; statistics and numerical data; traffic accident"
"10.1016/j.aap.2016.09.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989869715&doi=10.1016%2fj.aap.2016.09.029&partnerID=40&md5=529241ae67f540b4ad51375274a5a317","Attention; Driving; Policy making; Safety; Speeding","Accident Prevention; Accidents, Traffic; Adult; Attention; Australia; Automobile Driving; Deceleration; Female; Humans; Law Enforcement; Male; Safety Management; Accident prevention; Behavioral research; Bionics; Crashworthiness; Digital storage; Motor transportation; Object detection; Object recognition; Roads and streets; Safety engineering; Attention; Driving; Human information processing; Policy making; Reducing traffic accidents; Resource availability; Speeding; Subjective workload; accident prevention; adult; attention; Australia; car driving; deceleration; female; human; law enforcement; legislation and jurisprudence; male; prevention and control; psychology; safety; statistics and numerical data; traffic accident; Speed"
"10.3390/su10113963","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055857293&doi=10.3390%2fsu10113963&partnerID=40&md5=9f103fd35de791d2e9dd014c67f89cd0","Abatement strategies; Climate change; Low-carbon road planning; Mapping GHG emissions; Road traffic emissions","Spain; abatement cost; carbon emission; climate change; emission control; environmental economics; greenhouse gas; road construction; sustainable development; traffic emission; transportation technology"
"10.1080/19439962.2016.1173154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983735906&doi=10.1080%2f19439962.2016.1173154&partnerID=40&md5=2e72cb70e899db376574cc273a640f9e","enforcement performance indicators; generalized linear Poisson model; marginal effect; mobile photo enforcement",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992704027&partnerID=40&md5=49383b74ac131d70652d541cad550bc9","Artificial Neural Networks (ANN); Design of Fillet weld Experiments (DOE); Fillet welding; Gas-shielded metal arc welding (GMAW)","Electric arc welding; Electric welding; Gas metal arc welding; Gas welding; Neural networks; Sensitivity analysis; Welding; Fillet welding; Fillet welds; Gas metal arc welding (GMAW); Gas-shielded metal arc welding; Input parameter; Metal cored wires; Travel speed; Weld joints; Welds"
"10.1109/ICCUBEA.2017.8463797","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054543504&doi=10.1109%2fICCUBEA.2017.8463797&partnerID=40&md5=9363f0d5cce82a03c3e85045e99f8136","Mel frequency cepstral coefficient(MFCC); traffic density; vector quantization(VQ)","Frequency estimation; Roads and streets; Speech recognition; Vector quantization; Density estimation; Mel frequency cepstral co-efficient; Mel-frequency cepstral coefficients; Road traffic; Signaling systems; Traffic condition estimations; Traffic densities; Traffic signaling; Vector quantisation; Vision processing; Cost effectiveness"
"10.3846/bjrbe.2014.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908574026&doi=10.3846%2fbjrbe.2014.17&partnerID=40&md5=a85e2dc0723ae87573671ea6b407f1b6","Expected number of accidents; Sectorial vehicle speed enforcement; Vehicle speed","Accident prevention; Control system analysis; Highway accidents; Motor transportation; Roads and streets; Vehicles; Automated vehicles; Road safety; Road section; Safety improvement; Speed limit; Speed requirement; Vehicle drivers; Vehicle speed; Speed"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914132633&partnerID=40&md5=64e6e4af07889ba076fb59b9a9f0f249","",""
"10.1016/j.aap.2013.04.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878444949&doi=10.1016%2fj.aap.2013.04.031&partnerID=40&md5=5538d44415f918e56b7ed4edc6a20bbe","Change point; Negative binomial time series; Segmented regression","Accidents, Traffic; Alberta; Cities; Cold Temperature; Humans; Models, Statistical; Regression Analysis; Snow; Weather; Wind; Law enforcement; Change point; Negative binomial time series; Segmented regression; snow; Change-points; Collision reductions; Effect of operations; Gaussian time series; Negative binomial; Property damage only; Segmented regressions; Transportation services; Canada; city; cold; human; prevention and control; regression analysis; statistical model; statistics and numerical data; traffic accident; weather; wind; article; Change point; Negative binomial time series; Segmented regression; statistics; traffic accident; Time series"
